Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,Simple_Orbit,Launch_Vehicle_Family,Launch_Vehicle_Simplified,State,Country,Launch_Site_Parent,Launch_Site_Name,Payload_Mass,Orbit_Canonical_Date,Perigee,Inc,OpOrbit,First_Simple_Payload_Category,First_Payload_Class,General_Launch_Payload_Type
2023-203,2460301.73,2023-12-23,Falcon 9,FT5,286/B1058.19 F284,Starlink-131,Starlink Group 6-32,V2M  6-32 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2023-12-23,284.0,43.01,LLEO/I,Communications,B,Starlink
2023-211,2460307.67,2023-12-29,Falcon 9,FT5,288/B1069.12 F286,Starlink-132,Starlink Group 6-36,V2M  6-36 (23 Ku),-,CC,LC40,-,-,287.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2023-12-29,277.0,43.0,LLEO/I,Communications,B,Starlink
2024-002,2460312.66,2024-01-03,Falcon 9,FT5,284/B1082.1  F287,Starlink-133,Starlink Group 7-9,"V2M  7-9 (6 DTC,15 Ku)",-,VSFBS,SLC4E,-,-,344.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15330.0,2024-01-03,336.0,53.17,LLEO/I,Communications,B,Starlink
2024-005,2460317.44,2024-01-07,Falcon 9,FT5,290/B1067.16 F289,Starlink-134,Starlink Group 6-35,V2M  6-35 (23 Ku),-,CC,LC40,-,-,289.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-01-09,287.0,43.01,LLEO/I,Communications,B,Starlink
2024-011,2460323.87,2024-01-14,Falcon 9,FT5,289/B1061.18 F290,Starlink-135,Starlink Group 7-10,V2M  7-10 (22 Ku),-,VSFBS,SLC4E,-,-,293.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16060.0,2024-01-14,285.0,53.17,LLEO/I,Communications,B,Starlink
2024-012,2460324.58,2024-01-15,Falcon 9,FT5,291/B1073.12 F291,Starlink-136,Starlink Group 6-37,V2M  6-37 (23 Ku),-,CC,LC40,-,-,291.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-01-15,284.0,43.01,LLEO/I,Communications,B,Starlink
2024-017,2460333.52,2024-01-24,Falcon 9,FT5,292/B1063.16 F293,Starlink-137,Starlink Group 7-11,V2M  7-11 (22 Ku),-,VSFBS,SLC4E,-,-,296.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16060.0,2024-01-24,285.0,53.17,LLEO/I,Communications,B,Starlink
2024-019,2460338.55,2024-01-29,Falcon 9,FT5,293/B1062.18 F294,Starlink-138,Starlink Group 6-38,V2M  6-38 (23 Ku),-,KSC,LC39A,-,-,291.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16790.0,2024-01-29,283.0,43.01,LLEO/I,Communications,B,Starlink
2024-020,2460338.75,2024-01-29,Falcon 9,FT5,294/B1075.9  F295,Starlink-139,Starlink Group 7-12,V2M  7-12 (22 Ku),-,VSFBS,SLC4E,-,-,294.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16060.0,2024-01-29,285.0,53.17,LLEO/I,Communications,B,Starlink
2024-027,2460350.52,2024-02-10,Falcon 9,FT5,297/B1071.14 F298,Starlink-140,Starlink Group 7-13,V2M  7-13 (22 Ku),-,VSFBS,SLC4E,-,-,295.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16060.0,2024-02-10,284.0,53.17,LLEO/I,Communications,B,Starlink
2024-031,2460356.4,2024-02-15,Falcon 9,FT5,299/B1082.2  F301,Starlink-141,Starlink Group 7-14,V2M  7-14 (22 Ku),-,VSFBS,SLC4E,-,-,294.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16060.0,2024-02-16,286.0,53.17,LLEO/I,Communications,B,Starlink
2024-036,2460363.67,2024-02-23,Falcon 9,FT5,302/B1061.19 F303,Starlink-142,Starlink Group 7-15,V2M  7-15 (22 Ku),-,VSFBS,SLC4E,-,-,294.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16060.0,2024-02-23,285.0,53.17,LLEO/I,Communications,B,Starlink
2024-038,2460366.42,2024-02-25,Falcon 9,FT5,300/B1069.13 F304,Starlink-143,Starlink Group 6-39,V2M  6-39 (24 Ku),-,CC,LC40,-,-,277.0, ,    -, ,-,18.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,17520.0,2024-02-27,274.0,43.01,LLEO/I,Communications,B,Starlink
2024-041,2460370.15,2024-02-29,Falcon 9,FT5,306/B1076.11 F305,Starlink-144,Starlink Group 6-40,V2M  6-40 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-02-29,284.0,43.01,LLEO/I,Communications,B,Starlink
2024-044,2460374.5,2024-03-04,Falcon 9,FT5,308/B1073.13 F308,Starlink-145,Starlink Group 6-41,V2M  6-41 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-03-05,284.0,43.01,LLEO/I,Communications,B,Starlink
2024-045,2460380.46,2024-03-10,Falcon 9,FT5,309/B1077.11 F309,Starlink-146,Starlink Group 6-43,V2M  6-43 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-03-11,284.0,43.01,LLEO/I,Communications,B,Starlink
2024-046,2460380.67,2024-03-11,Falcon 9,FT5,312/B1063.17 F310,Starlink-147,Starlink Group 7-17,V2M  7-17 (23 Ku),-,VSFBS,SLC4E,-,-,280.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16790.0,2024-03-12,270.0,53.17,LLEO/I,Communications,B,Starlink
2024-049,2460385.51,2024-03-16,Falcon 9,FT5,313/B1062.19 F311,Starlink-148,Starlink Group 6-44,-,-,KSC,LC39A,-,-,288.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16790.0,2024-03-17,279.0,43.01,LLEO/I,Communications,B,Starlink
2024-050,2460388.6,2024-03-19,Falcon 9,FT5,310/B1075.10 F312,Starlink-149,Starlink Group 7-16,V2M  7-16 (20 Ku),-,VSFBS,SLC4E,-,-,314.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16060.0,2024-03-19,305.0,53.17,LLEO/I,Communications,B,Starlink
2024-056,2460393.63,2024-03-24,Falcon 9,FT5,314/B1060.19 F314,Starlink-150,Starlink Group 6-42,V2M  6-42 (23 Ku),-,KSC,LC39A,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16790.0,2024-03-24,285.0,43.01,LLEO/I,Communications,B,Starlink
2024-057,2460395.49,2024-03-25,Falcon 9,FT5,321/B1078.8  F315,Starlink-151,Starlink Group 6-46,V2M  6-46 (23 Ku),-,CC,LC40,-,-,293.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-03-26,284.0,43.01,LLEO/I,Communications,B,Starlink
2024-060,2460400.56,2024-03-31,Falcon 9,FT5,318/B1067.18 F317,Starlink-152,Starlink Group 6-45,V2M  6-45 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-03-31,285.0,43.01,LLEO/I,Communications,B,Starlink
2024-062,2460402.6,2024-04-02,Falcon 9,FT5,317/B1071.15 F318,Starlink-153,Starlink Group 7-18,V2M  7-18 (22 Ku),-,VSFBS,SLC4E,-,-,293.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16060.0,2024-04-02,285.0,53.17,LLEO/I,Communications,B,Starlink
2024-064,2460405.88,2024-04-05,Falcon 9,FT5,327/B1069.14 F319,Starlink-154,Starlink Group 6-47,V2M  6-47 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-04-05,285.0,43.01,LLEO/I,Communications,B,Starlink
2024-065,2460407.6,2024-04-07,Falcon 9,FT5,319/B1081.6  F320,Starlink-155,Starlink Group 8-1,"V2M  8-1 (6 DTC,15 Ku)",-,VSFBS,SLC4E,-,-,344.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15330.0,2024-04-07,336.0,53.18,LLEO/I,Communications,B,Starlink
2024-068,2460410.74,2024-04-10,Falcon 9,FT5,323/B1083.2  F322,Starlink-156,Starlink Group 6-48,V2M  6-48 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-04-10,285.0,43.01,LLEO/I,Communications,B,Starlink
2024-071,2460413.57,2024-04-13,Falcon 9,FT5,326/B1062.20 F324,Starlink-157,Starlink Group 6-49,V2M  6-49 (23 Ku),-,CC,LC40,-,-,291.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-04-13,283.0,43.01,LLEO/I,Communications,B,Starlink
2024-073,2460418.39,2024-04-17,Falcon 9,FT5,325/B1077.12 F325,Starlink-158,Starlink Group 6-51,V2M  6-51 (23 Ku),-,KSC,LC39A,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16790.0,2024-04-18,285.0,43.01,LLEO/I,Communications,B,Starlink
2024-074,2460419.44,2024-04-18,Falcon 9,FT5,328/B1080.7  F326,Starlink-159,Starlink Group 6-52,V2M  6-52 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-04-19,284.0,43.01,LLEO/I,Communications,B,Starlink
2024-076,2460424.43,2024-04-23,Falcon 9,FT5,329/B1078.9  F327,Starlink-160,Starlink Group 6-53,V2M  6-53 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-04-24,284.0,43.01,LLEO/I,Communications,B,Starlink
2024-080,2460429.42,2024-04-28,Falcon 9,FT5,331/B1076.13 F329,Starlink-161,Starlink Group 6-54,V2M  6-54 (23 Ku),-,CC,LC40,-,-,293.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-04-29,285.0,43.01,LLEO/I,Communications,B,Starlink
2024-082,2460433.61,2024-05-03,Falcon 9,FT5,333/B1067.19 F331,Starlink-162,Starlink Group 6-55,V2M  6-55 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-05-03,284.0,43.01,LLEO/I,Communications,B,Starlink
2024-084,2460437.26,2024-05-06,Falcon 9,FT5,335/B1069.15 F332,Starlink-163,Starlink Group 6-57,V2M  6-57 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-05-07,284.0,43.01,LLEO/I,Communications,B,Starlink
2024-086,2460439.28,2024-05-08,Falcon 9,FT5,334/B1083.3  F333,Starlink-164,Starlink Group 6-56,V2M  6-56 (23 Ku),-,KSC,LC39A,-,-,320.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16790.0,2024-05-10,313.0,43.01,LLEO/I,Communications,B,Starlink
2024-088,2460440.69,2024-05-10,Falcon 9,FT5,330/B1082.4  F334,Starlink-165,Starlink Group 8-2,"V2M  8-2  (13 DTC,7 Ku)",-,VSFBS,SLC4E,-,-,296.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,14600.0,2024-05-10,285.0,53.17,LLEO/I,Communications,B,Starlink
2024-090,2460443.54,2024-05-13,Falcon 9,FT5,336/B1073.15 F335,Starlink-166,Starlink Group 6-58,V2M  6-58 (23 Ku),-,CC,LC40,-,-,293.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-05-13,285.0,43.01,LLEO/I,Communications,B,Starlink
2024-091,2460445.28,2024-05-14,Falcon 9,FT5,337/B1063.18 F336,Starlink-167,Starlink Group 8-7,"V2M  8-7  (13 DTC,7 Ku)",-,VSFBS,SLC4E,-,-,296.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,14600.0,2024-05-15,284.0,53.17,LLEO/I,Communications,B,Starlink
2024-093,2460448.52,2024-05-18,Falcon 9,FT5,338/B1062.21 F337,Starlink-168,Starlink Group 6-59,V2M  6-59 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-05-18,283.0,43.01,LLEO/I,Communications,B,Starlink
2024-097,2460453.61,2024-05-23,Falcon 9,FT5,340/B1080.8  F339,Starlink-169,Starlink Group 6-62,V2M  6-62 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-05-23,285.0,43.01,LLEO/I,Communications,B,Starlink
2024-098,2460454.61,2024-05-24,Falcon 9,FT5,341/B1077.13 F340,Starlink-170,Starlink Group 6-63,V2M  6-63 (23 Ku),-,KSC,LC39A,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16790.0,2024-05-24,285.0,43.01,LLEO/I,Communications,B,Starlink
2024-100,2460459.1,2024-05-28,Falcon 9,FT5,342/B1078.10 F341,Starlink-171,Starlink Group 6-60,V2M  6-60 (23 Ku),-,CC,LC40,-,-,283.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-05-28,277.0,43.01,LLEO/I,Communications,B,Starlink
2024-106,2460462.61,2024-06-01,Falcon 9,FT5,344/B1076.14 F343,Starlink-172,Starlink Group 6-64,V2M  6-64 (23 Ku),-,CC,LC40,-,-,281.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-06-01,274.0,43.01,LLEO/I,Communications,B,Starlink
2024-107,2460466.59,2024-06-05,Falcon 9,FT5,356/B1067.20 F344,Starlink-173,Starlink Group 8-5,"V2M  8-8  (13 DTC,7 Ku)",-,CC,LC40,-,-,286.0, ,    -, ,-,15.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,14600.0,2024-06-05,273.0,53.15,LLEO/I,Communications,B,Starlink
2024-111,2460469.58,2024-06-08,Falcon 9,FT5,348/B1069.16 F345,Starlink-174,Starlink Group 10-1,V2M  10-1 (22 Ku),-,CC,LC40,-,-,279.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2024-06-08,265.0,53.15,LLEO/I,Communications,B,Starlink
2024-112,2460470.04,2024-06-08,Falcon 9,FT5,345/B1061.21 F346,Starlink-175,Starlink Group 8-8,"V2M  8-8  (13 DTC,7 Ku)",-,VSFBS,SLC4E,-,-,289.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,14600.0,2024-06-08,279.0,53.17,LLEO/I,Communications,B,Starlink
2024-113,2460480.65,2024-06-19,Falcon 9,FT5,351/B1082.5  F347,Starlink-176,Starlink Group 9-1,"V2M  9-1  (13 DTC,7 Ku)",-,VSFBS,SLC4E,-,-,296.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,14600.0,2024-06-19,284.0,53.17,LLEO/I,Communications,B,Starlink
2024-117,2460485.22,2024-06-23,Falcon 9,FT5,350/B1078.11 F349,Starlink-177,Starlink Group 10-2,V2M  10-2 (22 Ku),-,CC,LC40,-,-,278.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2024-06-24,263.0,53.15,LLEO/I,Communications,B,Starlink
2024-118,2460485.66,2024-06-24,Falcon 9,FT5,353/B1075.11 F350,Starlink-178,Starlink Group 9-2,"V2M  9-2  (13 DTC,7 Ku)",-,VSFBS,SLC4E,-,-,295.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,14600.0,2024-06-24,284.0,53.17,LLEO/I,Communications,B,Starlink
2024-120,2460488.97,2024-06-27,Falcon 9,FT5,354/B1062.22 F351,Starlink-179,Starlink Group 10-3,V2M  10-3 (23 Ku),-,CC,LC40,-,-,275.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-06-27,264.0,53.16,LLEO/I,Communications,B,Starlink
2024-124,2460494.87,2024-07-03,Falcon 9,FT5,365/B1073.16 F353,Starlink-180,Starlink Group 8-9,"V2M  8-9  (13 DTC,7 Ku)",-,CC,LC40,-,-,297.0, ,    -, ,-,15.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,14600.0,2024-07-03,285.0,53.16,LLEO/I,Communications,B,Starlink
2024-129,2460503.61,2024-07-12,Falcon 9,FT5,355/B1063.19 F355,Starlink-181,Starlink Group 9-3,"V2M  9-3  (13 DTC,7 Ku)",-,VSFBS,SLC4E,-,-,255.0, ,    -, ,-,15.75,SPX,OF40,S2R,C,Sat LEO D,Wire,-,Stage 2 no restart,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,1460.0,2024-07-12,136.0,53.17,LLEO/I,Communications,B,Starlink
2024-131,2460518.74,2024-07-27,Falcon 9,FT5,362/B1069.17 F356,Starlink-182,Starlink Group 10-9,V2M  10-9 (23 Ku),-,KSC,LC39A,-,-,276.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16790.0,2024-07-27,265.0,53.16,LLEO/I,Communications,B,Starlink
2024-132,2460519.71,2024-07-28,Falcon 9,FT5,358/B1077.14 F357,Starlink-183,Starlink Group 10-4,V2M  10-4 (23 Ku),-,CC,LC40,-,-,281.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2024-07-28,271.0,53.16,LLEO/I,Communications,B,Starlink
2024-133,2460519.89,2024-07-28,Falcon 9,FT5,363/B1071.17 F358,Starlink-184,Starlink Group 9-4,"V2M  9-4  (13 DTC,8 Ku)",-,VSFBS,SLC4E,-,-,277.0, ,    -, ,-,15.5,SPX,OS,-,C,Sat LEO D,SpaceX,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15330.0,2024-07-28,268.0,53.17,LLEO/I,Communications,B,Starlink
2024-136,2460524.71,2024-08-02,Falcon 9,FT5,360/B1078.12 F359,Starlink-185,Starlink Group 10-6,V2M  10-6 (23 Ku),-,KSC,LC39A,-,-,285.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16790.0,2024-08-02,273.0,53.16,LLEO/I,Communications,B,Starlink
2024-138,2460526.81,2024-08-04,Falcon 9,FT5,364/B1082.6  F360,Starlink-186,Starlink Group 11-1,V2M  11-1 (23 Ku),-,VSFBS,SLC4E,-,-,279.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16790.0,2024-08-04,267.0,53.17,LLEO/I,Communications,B,Starlink
2024-141,2460533.03,2024-08-10,Falcon 9,FT5,366/B1067.21 F362,Starlink-187,Starlink Group 8-3,"V2M  8-3  (13 DTC,8 Ku)",-,CC,LC40,-,-,297.0, ,    -, ,-,15.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15330.0,2024-08-10,284.0,53.16,LLEO/I,Communications,B,Starlink
2024-144,2460534.94,2024-08-12,Falcon 9,FT5,357/B1073.17 F364,Starlink-188,Starlink Group 10-7,V2M  10-7 (23 Ku),-,KSC,LC39A,-,-,278.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16790.0,2024-08-12,268.0,53.16,LLEO/I,Communications,B,Starlink
2024-150,2460543.06,2024-08-20,Falcon 9,FT5,359/B1085.1  F367,Starlink-189,Starlink Group 10-5,V2M  10-5 (22 Ku),-,CC,LC40,-,-,298.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2024-08-20,284.0,53.16,LLEO/I,Communications,B,Starlink
2024-152,2460550.83,2024-08-28,Falcon 9,FT5,371/B1062.23 F368,Starlink-190,Starlink Group 8-6,"V2M  8-6  (13 DTC,8 Ku)",-,CC,LC40,-,-,296.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15330.0,2024-08-29,279.0,53.16,LLEO/I,Communications,B,Starlink
2024-154,2460553.82,2024-08-31,Falcon 9,FT5,372/B1069.18 F369,Starlink-191,Starlink Group 8-10,"V2M  8-10 (13 DTC,8 Ku)",-,CC,LC40,-,-,300.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15330.0,2024-08-31,288.0,53.16,LLEO/I,Communications,B,Starlink
2024-155,2460553.87,2024-08-31,Falcon 9,FT5,370/B1081.9  F370,Starlink-192,Starlink Group 9-5,"V2M  9-5  (13 DTC,8 Ku)",-,VSFBS,SLC4E,-,-,292.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,SpaceX,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15330.0,2024-08-31,283.0,53.17,LLEO/I,Communications,B,Starlink
2024-158,2460559.15,2024-09-05,Falcon 9,FT5,374/B1077.15 F371,Starlink-193,Starlink Group 8-11,"V2M  8-11 (13 DTC,8 Ku)",-,CC,LC40,-,-,302.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15330.0,2024-09-05,288.0,53.16,LLEO/I,Communications,B,Starlink
2024-164,2460566.57,2024-09-13,Falcon 9,FT5,375/B1071.18 F375,Starlink-194,Starlink Group 9-6,"V2M  9-6 (13 DTC,7 Ku)",-,VSFBS,SLC4E,-,-,298.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,SpaceX,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15330.0,2024-09-13,289.0,53.17,LLEO/I,Communications,B,Starlink
2024-171,2460574.08,2024-09-20,Falcon 9,FT5,378/B1075.13 F377,Starlink-195,Starlink Group 9-17,"V2M  9-17 (13 DTC,7 Ku)",-,VSFBS,SLC4E,-,-,295.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,SpaceX,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,14600.0,2024-09-20,285.0,53.17,LLEO/I,Communications,B,Starlink
2024-175,2460578.67,2024-09-25,Falcon 9,FT5,380/B1081.10 F378,Starlink-196,Starlink Group 9-8,"V2M  9-8 (13 DTC, 7 Ku)",-,VSFBS,SLC4E,-,-,299.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,SpaceX,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,14600.0,2024-09-25,289.0,53.17,LLEO/I,Communications,B,Starlink
