Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,Simple_Orbit,Launch_Vehicle_Family,Launch_Vehicle_Simplified,State,Country,Launch_Site_Parent,Launch_Site_Name,Payload_Mass,Orbit_Canonical_Date,Perigee,Inc,OpOrbit,First_Simple_Payload_Category,First_Payload_Class,General_Launch_Payload_Type,Launch_Year
2007-035,2454321.44,2007-08-08,Space Shuttle,-,STS-118,ISS 13A.1,OV-105 ISS,-,-,KSC,LC39A,-,-,346.0, ,    -, ,-,122.393,JSC/MSFC,OS,-,G,Sat ISS SR,Wire,-,-,LEO,SRB,Space Shuttle,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",99349.0,2007-08-11,335.0,51.63,LLEO/I,Other,C,Government,2007
2007-036,2454327.49,2007-08-14,Ariane 5ECA,-,V177 (537),Spaceway 3/BSat 3A,Spaceway 3,-,-,CSG,ELA3,-,-,36451.0, ,    -, ,-,8.482,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Ariane5,Ariane 5,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",8042.0,2007-11-14,35093.0,0.07,GEO/D,Communications,B,Commercial,2007
2007-037,2454346.04,2007-09-02,GSLV Mk I,b,GSLV-F04,Insat 4CR,INSAT 4CR,-,-,SHAR,SLP,-,-,36235.0, ,    -, ,-,2.13,ISRO,OS75,S0U,G,Sat GTO O,Wire,-,L40 stuck actuator,GTO,PSLV,GSLV,IN,India,SHAR,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",2130.0,2007-09-14,35026.0,0.15,GEO/D,Communications,C,Government,2007
2007-F03,2454349.45,2007-09-05,Proton-M/Briz-M,-,535-22/88522,JCSAT 11,JCSAT 11,-,-,GIK-5,LC200/39,-,-,, ,    -, ,-,5.007,ILSK,OF,S1S,CO,Sat GTO SO 1,NK0711-16,-,Sep failure,GTO,Proton,Proton,RU,Russia,GIK5,,,,,,,,,Commercial,2007
2007-038,2454355.05,2007-09-11,Kosmos 11K65M,-,53752-108,Kosmos-2429,Parus?,-,-,GIK-1,LC132/1,-,-,1010.0, ,    -, ,-,0.82,KVR,OS,-,G,Sat LEO O,NK0711-19,-,-,LEO,R-14,Kosmos,RU,Russia,GIK1,,820.0,2007-09-19,955.0,82.98,LEO/I,Communications,D,Eastern Military,2007
2007-039,2454357.56,2007-09-14,H-IIA 2022,-,H-IIA-13,SELENE,SELENE,-,-,TNSC,Y,-,-,231910.0, ,    -, ,-,2.983,MHI,DS,-,CG,Sat DSO O,Wire,-,-,BEO,H2,H2,J,Japan,TNSC,"Tanegashima Space Center, Tanegashima, Nippon",2983.0,2007-09-29,282.0,29.9,DSO,Other,C,Commercial,2007
2007-040,2454357.96,2007-09-14,Soyuz-U-PVB,-,Ts15000-098,Foton-M No. 3,Foton-M No. 3,-,-,GIK-5,LC1,-,-,280.0, ,    -, ,-,7.27,FKA,OS,-,G,Sat LEO O,Wire,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2515.0,2007-09-16,259.0,62.94,LLEO/I,Science,C,Eastern Government,2007
2007-041,2454362.27,2007-09-18,Delta 7920-10C,-,D326,WorldView-1,WorldView-1,-,-,V,SLC2W,-,-,494.0, ,    -, ,-,2.5,ULAB,OS,-,CO,Sat SSO L,spaceflightnow.com,-,-,SSO,Thor,Delta 2,US,United States,V,Vandenberg,2500.0,2007-09-25,493.0,97.5,LLEO/S,Observation,B,Commercial,2007
2007-042,2454362.64,2007-09-19,Chang Zheng 4B,-,Y17,CBERS-2B,ziyuan yihao 02B weixing,-,-,TYSC,LC7,-,-,774.0, ,    -, ,-,1.45,SAST,OS,-,G,Sat SSO L 4,nasaspaceflight.com,-,-,SSO,DF5,Long March 4,CN,China,TYSC,Taiyuan weixing fashe zhongxin,1450.0,2007-09-26,773.0,98.55,LEO/S,Observation,C,Eastern Government,2007
2007-043,2454370.98,2007-09-27,Delta 7925H,-,D327,Dawn,Dawn,-,-,CC,SLC17B,-,-,-83420.0, ,    -, ,-,1.218,ULAB,DS,-,CG,Sat EEO OE,spaceflightnow.com,-,-,BEO,Thor,Delta 2,US,United States,CC,Canaveral,1218.0,2007-09-27,209.0,28.9,EEO,Other,C,Commercial,2007
2007-044,2454379.42,2007-10-05,Ariane 5GS,-,V178 (526),IS-11/Optus D2,Optus D2,-,-,CSG,ELA3,-,-,35798.0, ,    -, ,-,5.24,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Ariane5,Ariane 5,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",4800.0,2008-01-02,35775.0,0.04,GEO/S,Communications,B,Commercial,2007
2007-045,2454384.06,2007-10-10,Soyuz-FG,-,Ts15000-020,Soyuz TMA-11,Soyuz 11F732 No. 221,ISS 15S,-,GIK-5,LC1,-,-,258.0, ,    -, ,-,7.27,FKA,OS,-,G,Sat ISS O,NK0712-01,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2917.0,2007-10-11,253.0,51.64,LLEO/I,Other,C,Eastern Government,2007
2007-046,2454384.52,2007-10-11,Atlas V 421,-,AV-011,USA 195 (WGS SV-1),Wideband Global Satcom 1,-,-,CC,SLC41,-,-,35790.0, ,    -, ,-,5.768,ULAL,OS,-,CG/G,Sat STO O,Wire,-,-,GTO,Atlas5,Atlas 5,US,United States,CC,Canaveral,5768.0,2007-12-01,35780.0,0.1,GEO/S,Communications,D,Military,2007
2007-047,2454391.02,2007-10-17,Delta 7925-9.5,-,D328,USA 196 (GPS IIRM-4),Navstar GPS SVN 55,-,-,CC,SLC17A,-,-,20214.0, ,    -, ,-,2.032,ULAB,OS,-,CG,Sat MTO BO 1,spaceflightnow.com,-,-,MEO,Thor,Delta 2,US,United States,CC,Canaveral,1077.0,2007-10-27,20149.0,54.85,MEO,Communications,D,Military,2007
2007-048,2454394.34,2007-10-20,Soyuz-FG,Fregat,Ts15000-022/1015,Globalstar,Globalstar 2-2,ST19,-,GIK-5,LC31,-,-,930.0, ,    -, ,-,1.8,STSM,OS,-,CO,Sat LEO OD,Wire,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,1800.0,2007-10-28,914.0,51.98,LEO/I,Communications,B,Commercial,2007
2007-049,2454396.69,2007-10-23,Molniya 8K78M,2BL,77046  -692 049,Kosmos-2430,Oko US-KS,-,-,GIK-1,LC16/2,-,-,39175.0, ,    -, ,-,2.228,KVR,OS,-,G,Sat MOL OO 1,Wire,-,-,HEO,R-7,Molniya,RU,Russia,GIK1,,1900.0,2007-10-30,520.0,62.87,HEO/M,Observation,D,Eastern Military,2007
2007-050,2454397.15,2007-10-23,Space Shuttle,-,STS-120,ISS 10A,OV-103 ISS,-,-,KSC,LC39A,-,-,343.0, ,    -, ,-,128.532,JSC/MSFC,OS,-,G,Sat ISS SR,Wire,-,-,LEO,SRB,Space Shuttle,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",95173.0,2007-10-30,340.0,51.64,LLEO/I,Other,C,Government,2007
2007-051,2454397.92,2007-10-24,Chang Zheng 3A,-,Y14,Chang'e-1,chang'e yihao weixing,-,-,XSC,LC3,-,-,50568.0, ,    -, ,-,2.352,CALT,DS,-,G,Sat GTO O,nasaspaceflight.com,-,-,GTO,DF5,Long March 3,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",2352.0,2007-10-25,584.0,31.11,HEO,Other,C,Eastern Government,2007
2007-052,2454399.82,2007-10-26,Proton-K/DM-2,-,410-17,Kosmos-2431/2433,Uragan-M No. 718,-,-,GIK-5,LC81/24,-,-,19132.0, ,    -, ,-,5.262,KHRU,OS,-,G,Sat MEO OO 3,wire,-,-,MEO,Proton,Proton,RU,Russia,GIK5,,4350.0,2007-10-28,19123.0,64.88,MEO,Communications,D,Eastern Military,2007
2007-053,2454405.54,2007-11-01,Kosmos 11K65M,-,53765-632 SL,SAR-Lupe 3,SAR-Lupe 3,-,-,GIK-1,LC132/1,-,-,494.0, ,    -, ,-,0.77,KVR,OS,-,G/OG,Sat SSO O,NK0801-26,-,-,SSO,R-14,Kosmos,RU,Russia,GIK1,,770.0,2007-11-03,465.0,98.15,LLEO/S,IMG-R,D,Eastern Military,2007
2007-054,2454415.58,2007-11-11,Delta 4H,-,D4-8/D329,USA 197 (DSP 23),DSP F23,-,-,CC,SLC37B,-,-,35875.0, ,    -, ,-,2.349,ULAB,OS,-,CG/G,Sat GEO O,Wire,-,-,GEO,Delta4,Delta 4H,US,United States,CC,Canaveral,2349.0,2007-11-19,35850.0,4.0,GEO/ID,Observation,D,Military,2007
2007-055,2454416.45,2007-11-11,Chang Zheng 4C,-,Y3,Yaogan 3,yaogan weixing sanhao,-,-,TYSC,LC7,-,-,623.0, ,    -, ,-,2.7,SAST,OS,-,G,Sat SSO L 4,nasaspaceflight.com,-,-,SSO,DF5,Long March 4,CN,China,TYSC,Taiyuan weixing fashe zhongxin,2700.0,2007-11-19,613.0,97.8,LEO/S,IMG-R,D,Eastern Military,2007
2007-056,2454419.42,2007-11-14,Ariane 5ECA,-,V179 (538),Skynet 5B/StarOne C1,Star One C1,-,-,CSG,ELA3,-,-,35795.0, ,    -, ,-,9.175,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Ariane5,Ariane 5,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",8735.0,2007-12-13,35777.0,0.03,GEO/S,Communications,B,Commercial,2007
2007-057,2454422.44,2007-11-17,Proton-M/Briz-M,-,535-23/88523,Sirius 4,Sirius 4,-,-,GIK-5,LC200/39,-,-,35804.0, ,    -, ,-,5.385,ILSK,OS,-,CO,Sat GTO SO 1,NK0801-26,-,-,GTO,Proton,Proton,RU,Russia,GIK5,,4385.0,2007-11-28,35698.0,0.02,GEO/D,Communications,B,Commercial,2007
2007-058,2454443.51,2007-12-09,Proton-M/Briz-M,-,535-26/88526,Raduga-1M  (Globus),Globus-1M No. 11L,-,-,GIK-5,LC81/24,-,-,35952.0, ,    -, ,-,3.6,KHRU,OS,-,G,Sat GEO SO 1,NK0802-25,-,-,GEO,Proton,Proton,RU,Russia,GIK5,,2600.0,2007-12-18,35572.0,0.06,GEO/D,Communications,D,Eastern Military,2007
2007-059,2454443.61,2007-12-09,Delta 7420-10C,-,D330,COSMO 2,COSMO-Skymed 2,-,-,V,SLC2W,-,-,624.0, ,    -, ,-,1.9,ULAB,OS,-,CG/OG,Sat SSO L,spaceflightnow.com,-,-,SSO,Thor,Delta 2,US,United States,V,Vandenberg,1900.0,2007-12-11,621.0,97.86,LEO/S,IMG-R,D,Military,2007
2007-060,2454445.42,2007-12-10,Atlas V 401,-,AV-015,USA 198      [SDS16],QUASAR 15?,NROL-24 SCORPIUS,-,CC,SLC41,-,-,39299.0, ,    -, ,-,3.0,ULAL,OS,-,CG/G,Sat MOL O,Wire,-,-,HEO,Atlas5,Atlas 5,US,United States,CC,Canaveral,3000.0,2008-11-07,1054.0,62.55,HEO/M,COM*,D,Military,2007
2007-061,2454449.05,2007-12-14,Soyuz-FG,Fregat,Ts15000-025/1015-2,Radarsat-2,Radarsat-2,ST20,-,GIK-5,LC31,-,-,798.0, ,    -, ,-,2.3,STSM,OS,-,CO/OG,Sat SSO OD,NK0802-33,-,-,SSO,R-7,Soyuz,RU,Russia,GIK5,,2300.0,2007-12-16,791.0,98.62,LEO/S,IMG-R,C,Eastern Government,2007
2007-062,2454455.34,2007-12-20,Delta 7925-9.5,-,D331,USA 199 (GPS IIRM-5),Navstar GPS SVN 57,-,-,CC,SLC17A,-,-,20283.0, ,    -, ,-,2.032,ULAB,OS,-,CG,Sat GTO BO 1,spaceflightnow.com,-,-,GTO,Thor,Delta 2,US,United States,CC,Canaveral,1077.0,2008-02-15,20082.0,54.99,MEO,Communications,D,Military,2007
2007-063,2454456.4,2007-12-21,Ariane 5GS,-,V180 (530),Rascom 1/Horizons 2,Rascom 1,-,-,CSG,ELA3,-,-,35791.0, ,    -, ,-,5.904,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Ariane5,Ariane 5,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",5464.0,2008-03-09,35781.0,0.05,GEO/S,Communications,C,Commercial,2007
2007-064,2454457.8,2007-12-23,Soyuz-U-PVB,-,Sh15000-109,Progress M-62,Progress 7K-TGM No.362,ISS 27P,-,GIK-5,LC1,-,-,251.0, ,    -, ,-,9.701,FKA,OS,-,G,Sat ISS O,NK0802-12,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7270.0,2007-12-26,246.0,51.64,LLEO/I,Other,C,Eastern Government,2007
2007-065,2454460.31,2007-12-25,Proton-M/DM-2,-,535-28,Kosmos-2434/2436,Uragan-M No. 721,-,-,GIK-5,LC81/24,-,-,19133.0, ,    -, ,-,5.262,KHRU,OS,-,G,Sat MEO OO 3,wire,-,-,MEO,Proton,Proton,RU,Russia,GIK5,,4350.0,2007-12-27,19124.0,64.66,MEO,Communications,D,Eastern Military,2007
2008-001,2454480.99,2008-01-15,Zenit-3SL,-,SL25/DM-SL-15L,SL36 Thuraya 3,Thuraya 3,70151-301,ODYSSEY,KLA,-,-,-,35809.0, ,    -, ,-,5.18,SEALP,OS,-,CO/C,Sat GTO O,NK0803-30,-,-,GTO,Zenit,Zenit,KI,Kiribati,KLA,"Sea Launch Kiritimati Launch Area, Pacific Ocean",5180.0,2008-03-09,35765.0,6.14,GEO/I,Communications,B,Commercial,2008
2008-002,2454486.66,2008-01-21,PSLV,CA,PSLV-C10,Tecsar,TecSAR-1,-,-,SHAR,FLP,-,-,580.0, ,    -, ,-,0.3,ISRO,OS,-,G/OG,Sat LEO O,Wire,-,-,LEO,PSLV,PSLV,IN,India,SHAR,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",300.0,2008-01-28,403.0,41.02,LLEO/I,IMG-R,D,Military,2008
2008-003,2454493.51,2008-01-28,Proton-M/Briz-M,-,535-27/88530,Ekspress AM-33,Ekspress AM-33,-,-,GIK-5,LC200/39,-,-,35845.0, ,    -, ,-,3.579,KHRU,OS,-,G,Sat GEO SO 1,NK0803-35,-,-,GEO,Proton,Proton,RU,Russia,GIK5,,2579.0,2008-02-13,35741.0,0.09,GEO/S,Communications,B,Eastern Government,2008
2008-004,2454502.04,2008-02-05,Soyuz-U-PVB,-,Ts15000-106,Progress M-63,Progress 7K-TGM No.363,ISS 28P,-,GIK-5,LC1,-,-,339.0, ,    -, ,-,9.848,FKA,OS,-,G,Sat ISS O,NK0804-09,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7270.0,2008-02-13,331.0,51.64,LLEO/I,Other,C,Eastern Government,2008
2008-005,2454504.32,2008-02-07,Space Shuttle,-,STS-122,ISS 1E,OV-104 ISS,-,-,KSC,LC39A,-,-,339.0, ,    -, ,-,114.608,JSC/MSFC,OS,-,G,Sat ISS SR,Wire,-,-,LEO,SRB,Space Shuttle,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",95809.0,2008-02-09,331.0,51.64,LLEO/I,Other,C,Government,2008
2008-006,2454507.98,2008-02-11,Proton-M/Briz-M,-,535-24/88524,Thor 5,Thor 5,-,-,GIK-5,LC200/39,-,-,36302.0, ,    -, ,-,3.012,ILSK,OS,-,CO,Sat GEO SO 1,NK0804-36,-,-,GEO,Proton,Proton,RU,Russia,GIK5,,2012.0,2008-02-19,35964.0,0.17,GEO/D,Communications,B,Commercial,2008
2008-007,2454519.87,2008-02-23,H-IIA 2024,1,H-IIA-14,WINDS,WINDS,-,-,TNSC,Y,-,-,35828.0, ,    -, ,-,4.85,MHI,OS,-,CG,Sat GTO O,Wire,-,-,GTO,H2,H2,J,Japan,TNSC,"Tanegashima Space Center, Tanegashima, Nippon",4850.0,2008-03-10,35637.0,0.08,GEO/D,Communications,C,Commercial,2008
2008-008,2454534.67,2008-03-09,Ariane 5ES/ATV,-,V181 (528),ATV 1,ATV 1,-,-,CSG,ELA3,-,-,311.0, ,    -, ,-,23.957,AE,OS,-,CO/G,Sat ISS SD,Wire,-,-,LEO,Ariane5,Ariane 5,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",19400.0,2008-03-16,307.0,51.64,LLEO/I,Other,C,Commercial,2008
2008-009,2454536.77,2008-03-11,Space Shuttle,-,STS-123,ISS 1J/A,OV-105 ISS,-,-,KSC,LC39A,-,-,341.0, ,    -, ,-,124.957,JSC/MSFC,OS,-,G,Sat ISS SR,Wire,-,-,LEO,SRB,Space Shuttle,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",97434.0,2008-03-18,340.0,51.64,LLEO/I,Other,C,Government,2008
2008-010,2454538.92,2008-03-13,Atlas V 411,-,AV-006,USA 200       [JS12],Adv TRUMPET 2,NROL-28,-,VS,SLC3E,-,-,37580.0, ,    -, ,-,4.0,ULAL,OS,-,CG/G,Sat MOL O,Wire,-,-,HEO,Atlas5,Atlas 5,US,United States,V,Vandenberg,4000.0,2008-03-20,1112.0,63.56,GTO,SIG*,D,Military,2008
2008-011,2454540.47,2008-03-14,Proton-M/Briz-M,-,535-25/88525,AMC 14,Americom 14,-,-,GIK-5,LC200/39,-,-,36459.0, ,    -, ,-,4.14,ILSK,OF40,S4P2,CO,Sat GTO SO 1,NK0805-37,-,Early shutdown,GTO,Proton,Proton,RU,Russia,GIK5,,4140.0,2008-12-19,35094.0,13.11,GEO/I,Communications,B,Commercial,2008
2008-012,2454540.76,2008-03-15,Delta 7925-9.5,-,D332,USA 201 (GPS IIRM-6),Navstar GPS SVN 48,-,-,CC,SLC17A,-,-,20222.0, ,    -, ,-,2.032,ULAB,OS,-,CG,Sat GTO BO 1,spaceflightnow.com,-,-,GTO,Thor,Delta 2,US,United States,CC,Canaveral,1077.0,2008-05-18,20143.0,55.13,MEO,Communications,D,Military,2008
2008-013,2454545.45,2008-03-19,Zenit-3SL,-,SL26/DM-SL-26L,SL32 DirecTV 11,DirecTV-11,70151-302,ODYSSEY,KLA,-,-,-,39428.0, ,    -, ,-,6.06,SEALP,OS,-,CO/C,Sat GTO O,NK0805-42,-,-,GTO,Zenit,Zenit,KI,Kiribati,KLA,"Sea Launch Kiritimati Launch Area, Pacific Ocean",6060.0,2008-04-28,32302.0,0.1,GEO/NS,Communications,B,Commercial,2008
2008-014,2454553.22,2008-03-27,Kosmos 11K65M,-,53713-326 SL,SAR-Lupe 4,SAR-Lupe 4,-,-,GIK-1,LC132/1,-,-,506.0, ,    -, ,-,0.77,KVR,OS,-,G/OG,Sat SSO O,NK0805-44,-,-,SSO,R-14,Kosmos,RU,Russia,GIK1,,770.0,2008-03-27,468.0,98.16,LLEO/S,IMG-R,D,Eastern Military,2008
2008-015,2454564.97,2008-04-08,Soyuz-FG,-,Sh15000-024,Soyuz TMA-12,Soyuz 11F732 No. 222,ISS 16S,-,GIK-5,LC1,-,-,338.0, ,    -, ,-,7.27,FKA,OS,-,G,Sat ISS O,Wire,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2917.0,2008-04-16,336.0,51.64,LLEO/I,Other,C,Eastern Government,2008
2008-016,2454571.34,2008-04-14,Atlas V 421,-,AV-014,ICO G1,ICO G1,-,-,CC,SLC41,-,-,35801.0, ,    -, ,-,6.6,ULAL,OS,-,C,Sat GTO O,Wire,-,-,GTO,Atlas5,Atlas 5,US,United States,CC,Canaveral,6600.0,2008-04-28,35771.0,5.99,GEO/I,Communications,B,Commercial,2008
2008-017,2454573.21,2008-04-16,Pegasus XL,-,F39,C/NOFS,C/NOFS,-,L-1011,KMR,RW06/24,KMR,LP2,852.0, ,    -, ,-,0.384,OSC,OS,-,CG/G,Sat LEO O,Elias,-,-,LEO,Pegasus,Pegasus,TTPI,Trust Territory of the Pacific Islands,KMR,"US Army Kwajalein Atoll (USAKA), Marshall Islands",384.0,2008-04-19,405.0,13.0,LEO/E,Science,D,Military,2008
2008-018,2454575.43,2008-04-18,Ariane 5ECA,-,V182 (539),Star One C2/Vinasat,Vinasat,-,-,CSG,ELA3,-,-,35791.0, ,    -, ,-,7.14,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Ariane5,Ariane 5,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",6700.0,2008-05-08,35782.0,0.02,GEO/S,Communications,C,Commercial,2008
2008-019,2454582.15,2008-04-25,Chang Zheng 3C,-,Y1?,Tian Lian 1,tianlian yihao 01 xing,-,-,XSC,LC2?,-,-,35809.0, ,    -, ,-,2.475,CALT,OS,-,G,Sat GTO O,xinhuanet.com,-,-,GTO,DF5,Long March 3,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",2475.0,2008-05-02,35768.0,0.51,GEO/S,Communications,C,Eastern Government,2008
2008-020,2454583.43,2008-04-26,Soyuz-FG,Fregat,P 15000-016/1008,GIOVE B,Giove B,ST21,-,GIK-5,LC31,-,-,23244.0, ,    -, ,-,0.53,STSM,OS,-,CO/G,Sat MEO SO,www.esa.int,NK0806-30,-,MEO,R-7,Soyuz,RU,Russia,GIK5,,530.0,2008-04-29,23104.0,55.98,MEO,Communications,C,Commercial,2008
2008-021,2454584.66,2008-04-28,PSLV,CA,PSLV-C9,Cartosat-2A/IMS-1,PSLV Rideshare 01,-,-,SHAR,SLP,-,-,636.0, ,    -, ,-,0.806,ISRO,OS,-,G,Sat SSO O,Wire,-,-,SSO,PSLV,PSLV,IN,India,SHAR,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",799.0,2008-05-02,618.0,98.0,LEO/S,Observation,D,Military,2008
2008-022,2454584.71,2008-04-28,Zenit-3SLB,-,SB60.1/SLB 1TL,AMOS 3,Amos 3,70151-404,-,GIK-5,LC45/1,-,-,37500.0, ,    -, ,-,1.36,SIS,OS,-,CO/C,Sat GEO O,NK0806-38,-,-,GEO,Zenit,Zenit,RU,Russia,GIK5,,1360.0,2008-05-05,35761.0,0.72,GEO/D,Communications,B,Commercial,2008
2008-023,2454601.35,2008-05-14,Soyuz-U-PVB,-,Sh15000-110,Progress M-64,Progress 7K-TGM No.364,ISS 29P,-,GIK-5,LC1,-,-,344.0, ,    -, ,-,9.418,FKA,OS,-,G,Sat ISS O,NK0807-25,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7057.0,2008-05-22,336.0,51.64,LLEO/I,Other,C,Eastern Government,2008
2008-024,2454607.91,2008-05-21,Zenit-3SL,-,SL27/DM-SL-27L,SL30 Galaxy 18,Galaxy 18,70151-403,ODYSSEY,KLA,-,-,-,35799.0, ,    -, ,-,4.64,SEALP,OS,-,CO/C,Sat GTO O,NK0807-32,-,-,GTO,Zenit,Zenit,KI,Kiribati,KLA,"Sea Launch Kiritimati Launch Area, Pacific Ocean",4640.0,2008-05-29,35773.0,0.06,GEO/S,Communications,B,Commercial,2008
2008-025,2454610.14,2008-05-23,Rokot,-,511-3922-114/72509,Kosmos-2437-2439/Yub,Yubileyniy,-,-,GIK-1,LC133/3,-,-,1507.0, ,    -, ,-,0.723,KVR,OS,-,G,Sat LEO L,NK0807-33,-,-,LEO,UR-100N,Rokot,RU,Russia,GIK1,,723.0,2008-05-25,1480.0,82.5,LEO/I,Communications,C,Eastern Government,2008
2008-026,2454613.63,2008-05-27,Chang Zheng 4C,-,Y2,FY-3A,fengyun sanhao 01 xing,-,-,TYSC,LC7,-,-,811.0, ,    -, ,-,2.2,SAST,OS,-,G,Sat SSO L 4,nasaspaceflight.com,xinhuanet.com,-,SSO,DF5,Long March 4,CN,China,TYSC,Taiyuan weixing fashe zhongxin,2200.0,2008-05-29,804.0,98.81,LEO/S,Observation,C,Eastern Government,2008
2008-027,2454618.38,2008-05-31,Space Shuttle,-,STS-124,ISS IJ,OV-103 ISS,-,-,KSC,LC39A,-,-,343.0, ,    -, ,-,128.736,JSC/MSFC,OS,-,G,Sat ISS SR,Wire,-,-,LEO,SRB,Space Shuttle,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",95474.0,2008-06-03,336.0,51.64,LLEO/I,Other,C,Government,2008
2008-028,2454627.01,2008-06-09,Chang Zheng 3B,-,Y11,Zhongxing-9,zhongxing jiuhao,-,-,XSC,LC2?,-,-,35798.0, ,    -, ,-,4.466,CALT,OS,-,G,Sat STO O,xinhuanet.com,-,-,GTO,DF5,Long March 3,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",4466.0,2008-06-23,35775.0,0.05,GEO/S,Communications,B,Eastern Government,2008
2008-029,2454629.17,2008-06-11,Delta 7920H,-,D333,GLAST,GLAST,-,-,CC,SLC17B,-,-,561.0, ,    -, ,-,4.277,ULAB,OS,-,CG,Sat LEO P,spaceflightnow.com,-,-,LEO,Thor,Delta 2,US,United States,CC,Canaveral,4277.0,2008-06-19,542.0,25.58,LLEO/I,Observation,C,Commercial,2008
2008-030,2454630.42,2008-06-12,Ariane 5ECA,-,V183 (540),Skynet 5C/Turksat 3A,Skynet 5C,-,-,CSG,ELA3,-,-,35780.0, ,    -, ,-,8.085,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Ariane5,Ariane 5,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",7645.0,2008-06-20,35556.0,0.82,GEO/D,Communications,D,Military,2008
2008-031,2454636.78,2008-06-19,Kosmos 11K65M,-,53781-708 KL,Orbcomm CDS/R1-R5,Orbcomm FM38,-,-,GTsMP-4,LC107,-,-,671.0, ,    -, ,-,0.666,KVR,OS,-,G/C,Sat LEO O,NK0808-43,-,-,LEO,R-14,Kosmos,SU,Soviet Union,GTsMP4,,666.0,2008-06-26,661.0,48.45,LEO/I,Communications,B,Eastern Government,2008
2008-032,2454637.82,2008-06-20,Delta 7320-10C,-,D334,Jason-2,Jason-2,-,-,V,SLC2W,-,-,1345.0, ,    -, ,-,0.506,ULAB,OS,-,CG,Sat LEO B,spaceflightnow.com,-,-,LEO,Thor,Delta 2,US,United States,V,Vandenberg,506.0,2008-06-27,1331.0,66.03,LEO/I,Science,C,Commercial,2008
2008-033,2454644.5,2008-06-26,Proton-K/DM-2,-,410-14/111L,Kosmos-2440,Oko-1 No. 7127,-,-,GIK-5,LC81/24,-,-,35861.0, ,    -, ,-,3.512,KHRU,OS,-,G,Sat GEO OO 3,NK0808-50,-,-,GEO,Proton,Proton,RU,Russia,GIK5,,2600.0,2008-07-04,35804.0,2.29,GEO/D,Observation,D,Eastern Military,2008
2008-034,2454655.41,2008-07-07,Ariane 5ECA,-,V184 (541),Protostar 1/Badr 6,Protostar 1,-,-,CSG,ELA3,-,-,35754.0, ,    -, ,-,7.98,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Ariane5,Ariane 5,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",7540.0,2008-07-14,35702.0,0.06,GEO/D,Communications,B,Commercial,2008
2008-035,2454663.72,2008-07-16,Zenit-3SL,-,SL28/DM-SL-28L,SL34 Echostar 11,Echostar 11,70151-405,ODYSSEY,KLA,-,-,-,35791.0, ,    -, ,-,5.525,SEALP,OS,-,CO/C,Sat GTO O,Wire,-,-,GTO,Zenit,Zenit,KI,Kiribati,KLA,"Sea Launch Kiritimati Launch Area, Pacific Ocean",5525.0,2008-07-24,35685.0,0.01,GEO/D,Communications,B,Commercial,2008
