Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,Simple_Orbit,Launch_Vehicle_Family,Launch_Vehicle_Simplified,State,Country,Launch_Site_Parent,Launch_Site_Name,Payload_Mass,Orbit_Canonical_Date,Perigee,Inc,OpOrbit,First_Simple_Payload_Category,First_Payload_Class,General_Launch_Payload_Type,Launch_Year
2020-080,2459160.8,2020-11-07,Gushenxing 1,-,Y1,I Believe I Can Fly,Tianqi-11,-,-,JQ,-,-,-,500.0, ,    -, ,-,0.04,XIDO,OS,-,C,Sat SSO O,nasaspaceflight.com,-,-,SSO,DF-21,Gushenxing 1,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",40.0,2020-11-07,484.0,97.41,LLEO/S,Communications,B,Chinese Commercial,2020
2020-081,2459160.9,2020-11-07,PSLV-DL,-,PSLV-C49,EOS-01,PSLV Rideshare 17,RISAT-2BR2,-,SHAR,FLP,-,-,577.0, ,    -, ,-,0.693,ISRO,OS,-,G/G+C,Sat SSO L,Wire,-,-,SSO,PSLV,PSLV,IN,India,SHAR,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",693.2,2020-11-07,567.0,36.9,LLEO/I,IMG-R,C,Government,2020
2020-082,2459166.17,2020-11-12,Chang Zheng 3B,G2,Y73,Tiantong-1 02,Tiantong-1 02,-,-,XSC,LC2,-,-,35800.0, ,    -, ,-,5.2,CALT,OS,-,G,Sat GTO O,nasaspaceflight.com,xinhuanet.com,-,GTO,DF5,Long March 3,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",5200.0,2020-11-25,35773.0,5.46,GEO/I,Communications,C,Eastern Government,2020
2020-083,2459167.44,2020-11-13,Atlas V 531,G,AV-090,USA 310,TOPAZ?,NROL-101,-,CC,SLC41,-,-,11067.0, ,    -, ,-,7.0,ULAL,OS,-,CG/G,Sat MEO O,Wire,-,-,MEO,Atlas5,Atlas 5,US,United States,CC,Canaveral,7000.0,2020-11-20,11032.0,58.53,MEO,SIG?*,D,Military,2020
2020-084,2459169.52,2020-11-16,Falcon 9,FT5,097/B1061.1  F099,Dragon Crew-1,Dragon C207,-,-,KSC,LC39A,-,-,208.0, ,    -, ,-,13.0,SPX,OS,-,CX,Sat ISS D,Wire,-,-9,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",10700.0,2020-11-16,189.0,51.65,LLEO/I,Other,B,Government,2020
2020-U01,2459170.58,2020-11-17,Vega,1,VV17,SEOSAT-Ingenio/Taranis,SEOSAT-Ingenio,-,-,CSG,ZLV,-,-,,?,    -, ,-,0.925,AE,OF,S4G,C/OG,Sat SSO D,spaceflightnow.com,-,Misconnected control cables,SSO,Vega,Vega,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",,,,,,,,Government,2020
2020-085,2459173.6,2020-11-20,Electron,-,16,Return To Sender,Electron 16 Rideshare,Dragracer/BRO/SpaceBEE,-,MAHIA,LC1A,-,-,509.0, ,    -, ,-,0.063,RLABN,OS,-,C,Sat SSO OO,Wire,-,-,SSO,Electron,Electron,NZ,New Zealand,RLLC1,,61.815999999999995,2020-11-20,495.0,97.36,LLEO/S,Observation,B,Commercial,2020
2020-086,2459175.22,2020-11-21,Falcon 9,FT5,106/B1063.1  F100,Sentinel-6,Sentinel-6,-,-,VS,SLC4E,-,-,1327.0, ,    -, ,-,1.192,SPX,OS,-,C/OG,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,1192.0,2020-11-21,1308.0,66.06,LEO/I,EOSCI,C,Government,2020
2020-087,2459177.35,2020-11-23,Chang Zheng 5,-,Y5,Chang'e-5,Chang'e-5,-,-,WEN,LC101,-,-,392981.0, ,    -, ,-,8.25,CALT,DS,-,G,Sat DSO O,nasaspaceflight.com,xinhuanet.com,-,BEO,CZ5,Long March 5,CN,China,WEN,"Wenchang Space Center, Hainan",3406.0,2020-11-23,201.0,21.32,CLO,Other,C,Eastern Government,2020
2020-088,2459178.59,2020-11-25,Falcon 9,FT5,102/B1049.7  F101,Starlink-16,Starlink V1.0-L15,L15 (60),-,CC,LC40,-,-,347.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15600.0,2020-12-01,272.0,53.05,LLEO/I,Communications,B,Starlink,2020
2020-089,2459182.81,2020-11-29,H-IIA 202,1,H-IIA-43,DRS-1/ODRS,Deta Chukei Eisei 1,-,-,TNSC,Y,-,-,35799.0, ,    -, ,-,3.8,MHI,OS,-,CG,Sat GTO O,Wire,-,-,GTO,H2,H2,J,Japan,TNSC,"Tanegashima Space Center, Tanegashima, Nippon",3800.0,2020-12-29,35774.0,0.02,GEO/S,Communications,D,Military,2020
2020-090,2459185.56,2020-12-02,Soyuz-ST-A,Fregat,N 15000-010/133-18,FalconEye 2,FalconEye 2,VS24/SZxx,-,CSG,ELS,-,-,598.0, ,    -, ,-,1.197,AE,OS,-,CO/OG,Sat SSO SD,spaceflightnow.com,-,-,SSO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",1197.0,2020-12-02,597.0,97.87,LLEO/S,Observation,D,Military,2020
2020-091,2459186.55,2020-12-03,Soyuz-2-1B,Fregat,N 15000-045/112-502,Gonets-M Blok 17,Gonets-M No. 30/31/32,-,-,GIK-1,LC43/4,-,-,1506.0, ,    -, ,-,0.679,VVKO,OS,-,G,Sat LEO SD,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK1,,679.0,2020-12-03,1487.0,82.5,LEO/I,Communications,B,Eastern Government,2020
2020-092,2459189.67,2020-12-06,Chang Zheng 3B,G5,Y70,Gao Fen 14,Gao Fen 14,-,-,XSC,LC3,-,-,495.0, ,    -, ,-,6.5,CALT,OS,-,G,Sat SSO L,tw/cnspaceflight,xinhuanet.com,-,SSO,DF5,Long March 3,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",6500.0,2020-12-08,481.0,97.36,LLEO/S,Observation,D,Eastern Military,2020
2020-093,2459190.18,2020-12-06,Falcon 9,FT5,103/B1058.4  F102,Dragon CRS-21,Dragon C208,-,-,KSC,LC39A,-,-,420.0, ,    -, ,-,18.05,SPX,OS,-,CX,Sat ISS D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",10028.0,2020-12-11,418.0,51.64,LLEO/I,Other,B,Government,2020
2020-094,2459193.34,2020-12-09,Chang Zheng 11,-,Y9,GECAM A/B,-,-,-,XSC,LC4,-,-,604.0, ,    -, ,-,0.3,CALT,OS,-,G,Sat LEO P,nasaspaceflight.com,-,-,LEO,DF-31,Long March 11,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",300.0,2020-12-11,587.0,29.0,LLEO/I,Observation,C,Eastern Government,2020
2020-095,2459194.55,2020-12-11,Delta 4H,A,D4-41/D385,USA 311,ORION 10?,NROL-44,-,CC,SLC37B,-,-,35976.0, ,    -, ,-,5.0,ULAB,OS,-,CG/G,Sat GEO O,Wire,-,-,GEO,Delta4,Delta 4H,US,United States,CC,Canaveral,5000.0,2022-06-06,35598.0,6.82,GEO/I,SIG*,D,Military,2020
2020-096,2459197.23,2020-12-13,Falcon 9,FT5,099/B1051.7  F103,SXM-7,SXM-7,-,-,CC,LC40,-,-,35781.0, ,    -, ,-,7.0,SPX,OS,-,C,Sat GTO O,Wire,-,-,GTO,Falcon9,Falcon 9,US,United States,CC,Canaveral,7000.0,2020-12-21,18437.0,4.18,MEO,Communications,B,Commercial,2020
2020-097,2459197.74,2020-12-14,Angara A5,-,71752 (2LM)/88802,IPM,5A4PP?,-,-,GIK-1,LC35/1,-,-,37599.0, ,    -, ,-,5.0,KHRU,OS,-,G,Sat GEO O 1,Wire,-,-,GEO,Angara,Angara,RU,Russia,GIK1,,2400.0,2020-12-21,36919.0,0.07,VHEO,Tech Demo,C,Eastern Government,2020
2020-098,2459198.92,2020-12-15,Electron,-,17,The Owl's Night Begins,Strix-Alpha,-,-,MAHIA,LC1A,-,-,512.0, ,    -, ,-,0.15,RLABN,OS,-,C,Sat SSO OO,Wire,-,-,SSO,Electron,Electron,NZ,New Zealand,RLLC1,,150.0,2020-12-16,495.0,97.38,LLEO/S,IMG-R,B,Commercial,2020
2020-F09,2459199.37,2020-12-15,Astra Rocket 3.2,-,LV0005,Rocket 3.2,-,-,-,PSCA,LP3B,-,-,, ,    -, ,-,0.005,ASTRV,OF,S2P,CX/G,Sat SSO O,twitter.com,-,St2 shut down,SSO,Astra,Astra Rocket 3,US,United States,PSCA,"Pacific Spaceport Complex Alaska, Kodiak Island, Alaska",,,,,,,,Government,2020
2020-099,2459200.92,2020-12-17,PSLV-XL,-,PSLV-C50,CMS-01,GSAT-12R,-,-,SHAR,SLP,-,-,35764.0, ,    -, ,-,1.41,ISRO,OS,-,G,Sat GTO O,Wire,-,-,GTO,PSLV,PSLV,IN,India,SHAR,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",1410.0,2020-12-24,35700.0,0.09,GEO/D,Communications,C,Government,2020
2020-100,2459202.02,2020-12-18,Soyuz-2-1B,Fregat,V 15000-004/123-08,OneWeb L4,OneWeb L4,ST29,-,VOST,PU1S,-,-,445.0, ,    -, ,-,5.328,STSM,OS,-,CO,Sat LEO D,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,Vostochniy,,5328.0,2020-12-18,433.0,87.4,LLEO/P,Communications,B,Commercial,2020
2020-101,2459203.08,2020-12-19,Falcon 9,FT5,101/B1059.5  F104,USA 312/USA 313,NROL-108,NROL-108,-,KSC,LC39A,-,-,540.0, ,    -, ,-,4.0,SPX,OS,-,CX/G,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",4000.0,2020-12-20,519.0,51.4,LLEO/I,IMG?,D,Military,2020
2020-102,2459205.69,2020-12-22,Chang Zheng 8,-,Y1,XJY 7,XJY 7,-,-,WEN,LC201,-,-,508.0, ,    -, ,-,5.255,CALT,OS,-,G,Sat SSO L,nasaspaceflight.com,xinhuanet.com,-,SSO,DF5,Long March 8,CN,China,WEN,"Wenchang Space Center, Hainan",5255.0,2020-12-24,500.0,97.44,LLEO/S,Tech Demo,B,Eastern Government,2020
2020-103,2459211.16,2020-12-27,Chang Zheng 4C,-,Y35,Yaogan 33,Yaogan 33,-,-,JQ,LC43/94,-,-,685.0, ,    -, ,-,1.05,SAST,OS,-,G,Sat SSO L,nasaspaceflight.com,xinhuanet.com,-,SSO,DF5,Long March 4,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",1050.0,2020-12-27,681.0,98.26,LEO/S,IMG-R?,D,Eastern Military,2020
2020-104,2459213.2,2020-12-29,Soyuz-ST-A,Fregat,R 15000-006/133-11?,CSO 2,CSO 2,VS25/SZxx,-,CSG,ELS,-,-,483.0, ,    -, ,-,3.562,AE,OS,-,CO/G,Sat SSO SD,spaceflightnow.com,-,-,SSO,R-7,Soyuz,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",3562.0,2020-12-29,482.0,97.35,LLEO/S,IMG*,D,Military,2020
2021-001,2459222.59,2021-01-08,Falcon 9,FT5,104/B1060.4  F105,Turksat 5A,Turksat 5A,-,-,CC,LC40,-,-,56359.0, ,    -, ,-,3.5,SPX,OS,-,C,Sat STO O,Wire,-,-,GTO,Falcon9,Falcon 9,US,United States,CC,Canaveral,3500.0,2021-01-18,1170.0,15.98,HEO,Communications,B,Commercial,2021
2021-002,2459232.32,2021-01-17,LauncherOne,-,R03,Elana XX,-,-,B747-744,MHV,RW12/30,WTR,LP15,517.0, ,    -, ,-,0.03,VORB,OS,-,CG/G,Sat LEO L,Wire,-,-,LEO,LauncherOne,LauncherOne,US,United States,MHV,"Mojave Spaceport, California",30.0,2021-01-19,493.0,60.68,LLEO/I,Tech Demo,A,Commercial,2021
2021-003,2459234.18,2021-01-19,Chang Zheng 3B,G2,Y74,Tiantong-1 03,Tiantong-1 03,-,-,XSC,LC2,-,-,35794.0, ,    -, ,-,5.2,CALT,OS,-,G,Sat GTO O,nasaspaceflight.com,xinhuanet.com,-,GTO,DF5,Long March 3,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",5200.0,2021-02-01,35777.0,5.51,GEO/I,Communications,C,Eastern Government,2021
2021-004,2459234.81,2021-01-20,Electron,-,18,Another One Leaves..,BIU GMS-T,-,-,MAHIA,LC1A,-,-,1217.0, ,    -, ,-,0.05,RLABN,OS,-,C,Sat LEO OL,Wire,-,-,LEO,Electron,Electron,NZ,New Zealand,RLLC1,,50.0,2021-01-22,1210.0,90.0,LEO/P,Communications,B,Commercial,2021
2021-005,2459235.04,2021-01-20,Falcon 9,FT5,105/B1051.8  F106,Starlink-17,Starlink V1.0-L16,L16 (60),-,KSC,LC39A,-,-,281.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",15600.0,2021-01-22,264.0,53.05,LLEO/I,Communications,B,Starlink,2021
2021-006,2459239.12,2021-01-24,Falcon 9,FT5,107/B1058.5  F107,Transporter-1,Transporter-1,Starlink-18 (10 Ku),-,CC,LC40,-,-,531.0, ,    -, ,-,5.058,SPX,OS,-,C,Sat SSO D 5,Wire,-,-,SSO,Falcon9,Falcon 9,US,United States,CC,Canaveral,4586.724,2021-01-26,515.0,97.51,LLEO/S,Communications,B,Commercial,2021
2021-007,2459243.7,2021-01-29,Chang Zheng 4C,-,Y31,Yaogan 31 02 zu,Yaogan 31-02,-,-,JQ,LC43/94,-,-,1096.0, ,    -, ,-,1.5,SAST,OS,-,G,Sat LEO L,nasaspaceflight.com,xinhuanet.com,-,LEO,DF5,Long March 4,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",1500.0,2021-01-29,1091.0,63.41,LEO/I,Observation,D,Eastern Military,2021
2021-F01,2459246.84,2021-02-01,Shuang Quxian 1,2,Y2,Tianshu,-,-,-,JQ,LC43/95,-,-,, ,    -, ,-,0.01,XJRY,OF,S1G,C,Sat SSO O,nasaspaceflight.com,-,Foam lost fouled structure,SSO,DF-21,Shuang Quxian 1,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",,,,,,,,Chinese Commercial,2021
2021-008,2459248.36,2021-02-02,Soyuz-2-1B,-,-,Kosmos-2549,Lotos-S No. 5,-,-,GIK-1,LC43/4,-,-,909.0, ,    -, ,-,6.575,VVKO,OS,-,G,Sat LEO O,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK1,,6575.0,2021-02-07,901.0,67.15,LEO/I,Observation,D,Eastern Military,2021
2021-009,2459249.76,2021-02-04,Falcon 9,FT5,109/B1060.5  F108,Starlink-19 (N18),Starlink V1.0-L18,L18 (60),-,CC,LC40,-,-,301.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15600.0,2021-02-11,300.0,53.05,LLEO/I,Communications,B,Starlink,2021
2021-010,2459250.15,2021-02-04,Chang Zheng 3B,G2,Y77,TJS 6,Huoyan 3?,-,-,XSC,LC3,-,-,35797.0, ,    -, ,-,4.0,CALT,OS,-,G,Sat GTO O,nasaspaceflight.com,xinhuanet.com,-,GTO,DF5,Long March 3,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",4000.0,2021-02-19,35774.0,1.0,GEO/S,Observation,D,Eastern Military,2021
2021-011,2459260.7,2021-02-15,Soyuz-2-1A,-,V 15000-041,Progress MS-16,Progress 7K-TGM No. 445,ISS 77P,-,GIK-5,LC31,-,-,422.0, ,    -, ,-,9.88,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,4960.0,2021-02-22,418.0,51.64,LLEO/I,Other,C,Eastern Government,2021
2021-012,2459261.67,2021-02-16,Falcon 9,FT5,110/B1059.6  F109,Starlink-20 (N19),Starlink V1.0-L19,L19 (60),-,CC,LC40,-,-,286.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15600.0,2021-02-18,283.0,53.05,LLEO/I,Communications,B,Starlink,2021
2021-013,2459266.23,2021-02-20,Antares 230+,-,2TRS2S1.14? (14),S.S. Katherine Johnson,Cygnus NG-15,-,-,MARS,Pad 0A,-,-,422.0, ,    -, ,-,11.986,NGIS,OS,-,CX/C,Sat ISS O,Wire,-,-,LEO,Zenit,Antares,US,United States,MARS,"Mid-Atlantic Regional Spaceport, Wallops Island, Virginia",2468.768,2021-02-22,418.0,51.64,LLEO/I,Other,B,Government,2021
2021-014,2459269.6,2021-02-24,Chang Zheng 4C,-,Y32,Yaogan 31 03 zu,Yaogan 31-03,-,-,JQ,LC43/94,-,-,1100.0, ,    -, ,-,1.5,SAST,OS,-,G,Sat LEO L,nasaspaceflight.com,xinhuanet.com,-,LEO,DF5,Long March 4,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",1500.0,2021-02-26,1090.0,63.41,LEO/I,Observation,D,Eastern Military,2021
2021-015,2459273.7,2021-02-28,PSLV-DL,-,PSLV-C51,Amazonia-1,PSLV Rideshare 18,-,-,SHAR,FLP,-,-,757.0, ,    -, ,-,0.657,ISRO/NSIL,OS,-,CO/OG+C,Sat SSO O,Wire,-,-,SSO,PSLV,PSLV,IN,India,SHAR,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",657.158,2021-02-28,741.0,98.51,LEO/S,Observation,C,Government,2021
2021-016,2459273.79,2021-02-28,Soyuz-2-1B,Fregat,N 15000-032/122-07,Arktika-M No. 1,Arktika-M No. 1,-,-,GIK-5,LC31,-,-,39754.0, ,    -, ,-,2.2,FKA,OS,-,G,Sat MOL SO,spaceflightnow.com,-,-,HEO,R-7,Soyuz,RU,Russia,GIK5,,2200.0,2021-03-04,1025.0,63.34,HEO/M,Observation,C,Eastern Government,2021
2021-017,2459277.85,2021-03-04,Falcon 9,FT5,108/B1049.8  F110,Starlink-21 (N20),Starlink V1.0-L17,L17 (60),-,KSC,LC39A,-,-,280.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO O 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",15600.0,2021-03-07,259.0,53.05,LLEO/I,Communications,B,Starlink,2021
2021-018,2459284.84,2021-03-11,Falcon 9,FT5,111/B1058.6  F111,Starlink-22 (N21),Starlink V1.0-L20,L20 (60),-,CC,LC40,-,-,278.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15600.0,2021-03-12,257.0,53.05,LLEO/I,Communications,B,Starlink,2021
2021-019,2459285.24,2021-03-11,Chang Zheng 7A,-,Y2,Shiyan 9,Shiyan 9,-,-,WEN,LC201,-,-,35828.0, ,    -, ,-,5.0,CALT,OS,-,G,Sat GTO O,nasaspaceflight.com,xinhuanet.com,-,GTO,DF5,Long March 7,CN,China,WEN,"Wenchang Space Center, Hainan",5000.0,2021-03-19,473.0,19.57,GTO,TECH?,D,Eastern Military,2021
2021-020,2459286.6,2021-03-13,Chang Zheng 4C,-,Y42,Yaogan 31 04 zu,Yaogan 31-04,-,-,JQ,LC43/94,-,-,1098.0, ,    -, ,-,1.5,SAST,OS,-,G,Sat LEO L,nasaspaceflight.com,xinhuanet.com,-,LEO,DF5,Long March 4,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",1500.0,2021-03-13,1092.0,63.41,LEO/I,Observation,D,Eastern Military,2021
2021-021,2459287.92,2021-03-14,Falcon 9,FT5,112/B1051.9  F112,Starlink-23 (N22),Starlink V1.0-L21,L21 (60),-,KSC,LC39A,-,-,284.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D 4,spaceflightnow.com,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",15600.0,2021-03-14,254.0,53.05,LLEO/I,Communications,B,Starlink,2021
2021-022,2459295.75,2021-03-22,Soyuz-2-1A,Fregat,V 15000-044/122-05,CAS500-1,Soyuz Rideshare 9,-,-,GIK-5,LC31,-,-,509.0, ,    -, ,-,1.336,GKLS,OS,-,CO/OG+C,Sat SSO SD,spaceflightnow.com,-,-,SSO,R-7,Soyuz,RU,Russia,GIK5,,1261.65,2021-03-23,494.0,97.4,LLEO/S,Observation,C,Eastern Government,2021
2021-023,2459296.44,2021-03-22,Electron,-,19,They Go Up So Fast,Global-5/Pathstone,-,-,MAHIA,LC1A,-,-,558.0, ,    -, ,-,0.153,RLABN,OS,-,C,Sat LEO OL,Wire,-,-,LEO,Electron,Electron,NZ,New Zealand,RLLC1,,115.0,2021-03-23,538.0,45.0,LLEO/I,Communications,B,Commercial,2021
2021-024,2459297.85,2021-03-24,Falcon 9,FT5,113/B1060.6  F113,Starlink-24 (N23),Starlink V1.0-L22,L22 (60),-,CC,LC40,-,-,294.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15600.0,2021-03-30,290.0,53.05,LLEO/I,Communications,B,Starlink,2021
2021-025,2459298.62,2021-03-25,Soyuz-2-1B,Fregat,V 15000-005/123-09,OneWeb L5,OneWeb L5,ST30,-,VOST,PU1S,-,-,446.0, ,    -, ,-,5.328,STSM,OS,-,CO,Sat LEO D,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,Vostochniy,,5328.0,2021-03-27,440.0,87.4,LLEO/P,Communications,B,Commercial,2021
2021-026,2459304.45,2021-03-30,Chang Zheng 4C,-,Y36,Gao Fen 12-02,Gao Fen 12-02,-,-,JQ,LC43/94,-,-,599.0, ,    -, ,-,3.0,SAST,OS,-,G,Sat SSO L,nasaspaceflight.com,xinhuanet.com,-,SSO,DF5,Long March 4,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",3000.0,2021-03-31,593.0,97.84,LLEO/S,IMG-R,D,Eastern Military,2021
2021-027,2459312.19,2021-04-07,Falcon 9,FT5,114/B1058.7  F114,Starlink-25 (N24),Starlink V1.0-L23,L23 (60),-,CC,LC40,-,-,277.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15600.0,2021-04-10,271.0,53.05,LLEO/I,Communications,B,Starlink,2021
2021-028,2459313.46,2021-04-08,Chang Zheng 4B,-,Y49,Shiyan 6 03,SW6-03,-,-,TYSC,LC9,-,-,1001.0, ,    -, ,-,1.5,SAST,OS,-,G,Sat SSO L,nasaspaceflight.com,xinhuanet.com,-,SSO,DF5,Long March 4,CN,China,TYSC,Taiyuan weixing fashe zhongxin,1500.0,2021-04-10,989.0,99.51,LEO/S,Observation,D,Eastern Military,2021
2021-029,2459313.82,2021-04-09,Soyuz-2-1A,-,Kh15000-046,Soyuz MS-18,Soyuz 11F732A48 No. 748,ISS 64S,-,GIK-5,LC31,-,-,228.0, ,    -, ,-,7.218,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2903.0,2021-04-09,192.0,51.65,LLEO/I,Other,C,Eastern Government,2021
2021-030,2459327.91,2021-04-23,Falcon 9,FT5,118/B1061.2  F115,Dragon Crew-2,Dragon C206.2,-,-,KSC,LC39A,-,-,420.0, ,    -, ,-,13.055,SPX,OS,-,CX,Sat ISS D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",10755.0,2021-04-24,414.0,51.64,LLEO/I,Other,B,Government,2021
2021-031,2459330.43,2021-04-25,Soyuz-2-1B,Fregat,V 15000-006/123-11,OneWeb L6,OneWeb L6,ST31,-,VOST,PU1S,-,-,446.0, ,    -, ,-,5.328,STSM,OS,-,CO,Sat LEO D,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,Vostochniy,,5328.0,2021-04-26,440.0,87.4,LLEO/P,Communications,B,Commercial,2021
2021-032,2459331.37,2021-04-26,Delta 4H,A,D4-42/D386,USA 314,Improved CRYSTAL?,NROL-82,-,VS,SLC6,-,-,758.0, ,    -, ,-,20.0,ULAB,OS,-,CG/G,Sat SSO D,Wire,-,-,SSO,Delta4,Delta 4H,US,United States,V,Vandenberg,20000.0,2021-04-26,524.0,98.02,LEO/S,IMG*,D,Military,2021
2021-033,2459331.64,2021-04-27,Chang Zheng 6,-,Y5,Qilu-1/4,Qilu-1/4,-,-,TYSC,LC16,-,-,508.0, ,    -, ,-,0.537,SAST,OS,-,G/C,Sat SSO L,nasaspaceflight.com,xinhuanet.com,-,SSO,DF5,Long March 6,CN,China,TYSC,Taiyuan weixing fashe zhongxin,537.0,2021-04-27,495.0,97.4,LLEO/S,Observation,B,Eastern Government,2021
2021-034,2459333.58,2021-04-29,Vega,1,VV18,Pleiades Neo 3,Pleiades-Neo 3,-,-,CSG,ZLV,-,-,626.0, ,    -, ,-,1.037,AE,OS,-,C/G,Sat SSO D,spaceflightnow.com,-,-,SSO,Vega,Vega,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",964.2,2021-05-02,623.0,97.9,LEO/S,Observation,BD,Commercial,2021
2021-035,2459333.64,2021-04-29,Chang Zheng 5B,-,Y2,Tianhe,Tianhe,-,-,WEN,LC101,-,-,381.0, ,    -, ,-,29.5,CALT,OS,-,G,Sat LSS O,nasaspaceflight.com,xinhuanet.com,-,LEO,CZ5,Long March 5,CN,China,WEN,"Wenchang Space Center, Hainan",21502.0,2021-04-29,170.0,41.47,LLEO/I,Other,C,Eastern Government,2021
2021-036,2459333.66,2021-04-29,Falcon 9,FT5,115/B1060.7  F116,Starlink-26 (N25),Starlink V1.0-L24,L24 (60),-,CC,LC40,-,-,282.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15600.0,2021-04-29,257.0,53.05,LLEO/I,Communications,B,Starlink,2021
2021-037,2459334.81,2021-04-30,Chang Zheng 4C,-,Y34,Yaogan 34,Yaogan 34,-,-,JQ,LC43/94,-,-,1095.0, ,    -, ,-,0.5,SAST,OS,-,G,Sat LEO L,nasaspaceflight.com,xinhuanet.com,-,LEO,DF5,Long March 4,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",500.0,2021-04-30,1092.0,63.41,LEO/I,Observation,D,Eastern Military,2021
2021-038,2459339.29,2021-05-04,Falcon 9,FT5,116/B1049.9  F117,Starlink-27 (N26),Starlink V1.0-L25,L25 (60),-,KSC,LC39A,-,-,276.0, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",15600.0,2021-05-05,261.0,53.05,LLEO/I,Communications,B,Starlink,2021
