JCAT,Satcat,Launch_Tag,Piece,Type,Name,PLName,Launch_Date,Parent,Separation_Date,Primary,Decay_Date,Status,Dest,Owner,State,Manufacturer,Bus,Motor,Mass,MassFlag,DryMass,DryFlag,TotMass,TotFlag,Length,LFlag,Diameter,DFlag,Span,SpanFlag,Shape,Orbit_Canonical_Date,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,OQUAL,AltNames,Simple_Orbit,Country,Payload_Name,Payload_Program,Payload_Class,Payload_Category,Payload_Discipline,Payload_Result,Payload_Comment,Simple_Payload_Category,LV_Type,Agency,Launch_Site,Launch_Pad,Launch_Vehicle_Family,Launch_Vehicle_Simplified,Launch_Site_Parent,Launch_Site_Name,Launch_State,Launch_Country,Launch_Year
S55071,55071,2023-001,2023-001BQ,P           ,Flock 4y-8,Dove 24ab,2023-01-03,A10827,2023-01-03,Earth,2025-05-06,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-01-03,517.0, ,537.0, ,97.5, ,LLEO/S,-,-,SSO,United States,Flock 4Y 8,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,CC,LC40,Falcon9,Falcon 9,Canaveral,,US,United States,2023
S55074,55074,2023-001,2023-001BT,P           ,Flock 4y-2,Dove 24a1,2023-01-03,A10827,2023-01-03,Earth,2025-09-24,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-01-03,517.0, ,537.0, ,97.5, ,LLEO/S,-,-,SSO,United States,Flock 4Y 2,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,CC,LC40,Falcon9,Falcon 9,Canaveral,,US,United States,2023
S55075,55075,2023-001,2023-001BU,P           ,Flock 4y-31,Dove 24be,2023-01-03,A10827,2023-01-03,Earth,2024-09-10,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-01-03,524.0, ,537.0, ,97.5, ,LLEO/S,-,-,SSO,United States,Flock 4Y 31,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,CC,LC40,Falcon9,Falcon 9,Canaveral,,US,United States,2023
S55077,55077,2023-001,2023-001BW,P           ,Flock 4y-21,Dove 24ba,2023-01-03,A10827,2023-01-03,Earth,2025-09-21,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-01-03,518.0, ,537.0, ,97.5, ,LLEO/S,-,-,SSO,United States,Flock 4Y 21,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,CC,LC40,Falcon9,Falcon 9,Canaveral,,US,United States,2023
S55078,55078,2023-001,2023-001BX,P           ,Flock 4y-36,Dove 24d0,2023-01-03,A10827,2023-01-03,Earth,2025-06-28,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-01-03,518.0, ,537.0, ,97.49, ,LLEO/S,-,-,SSO,United States,Flock 4Y 36,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,CC,LC40,Falcon9,Falcon 9,Canaveral,,US,United States,2023
S55079,55079,2023-001,2023-001BY,P           ,Flock 4y-13,Dove 24c7,2023-01-03,A10827,2023-01-03,Earth,2025-08-11,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-01-03,518.0, ,537.0, ,97.5, ,LLEO/S,-,-,SSO,United States,Flock 4Y 13,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,CC,LC40,Falcon9,Falcon 9,Canaveral,,US,United States,2023
S55080,55080,2023-001,2023-001BZ,P           ,Flock 4y-23,Dove 24bc,2023-01-03,A10827,2023-01-03,Earth,2025-06-24,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-01-03,524.0, ,537.0, ,97.5, ,LLEO/S,-,-,SSO,United States,Flock 4Y 23,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,CC,LC40,Falcon9,Falcon 9,Canaveral,,US,United States,2023
S55082,55082,2023-001,2023-001CB,P           ,Flock 4y-34,Dove 24cc,2023-01-03,A10827,2023-01-03,Earth,2025-08-03,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-01-03,523.0, ,537.0, ,97.49, ,LLEO/S,-,-,SSO,United States,Flock 4Y 34,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,CC,LC40,Falcon9,Falcon 9,Canaveral,,US,United States,2023
S55083,55083,2023-001,2023-001CC,P           ,Flock 4y-27,Dove 24c8,2023-01-03,A10827,2023-01-03,Earth,2025-06-12,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-01-03,518.0, ,537.0, ,97.49, ,LLEO/S,-,-,SSO,United States,Flock 4Y 27,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,CC,LC40,Falcon9,Falcon 9,Canaveral,,US,United States,2023
S58270,58270,2023-174,2023-174Q,P           ,Flock 4q-1,Dove 24d7,2023-11-11,A11079  SD1.1,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,516.0, ,531.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 1,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58271,58271,2023-174,2023-174R,P           ,Flock 4q-16,Dove 24e5,2023-11-11,A11079  SD4.4,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,516.0, ,531.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 16,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58273,58273,2023-174,2023-174T,P           ,Flock 4q-11,Dove 24ee,2023-11-11,A11079  SD3.3,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,516.0, ,531.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 11,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58274,58274,2023-174,2023-174U,P           ,Flock 4q-36,Dove 24c6,2023-11-11,A11079  SD9.4,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,516.0, ,530.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 36,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58275,58275,2023-174,2023-174V,P           ,Flock 4q-12,Dove 24f8,2023-11-11,A11079  SD3.4,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,517.0, ,530.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 12,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58278,58278,2023-174,2023-174Y,P           ,Flock 4q-19,Dove 24cd,2023-11-11,A11079  SD5.3,2023-11-11,Earth,2025-05-31,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,517.0, ,530.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 19,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58279,58279,2023-174,2023-174Z,P           ,Flock 4q-8,Dove 24e8,2023-11-11,A11079  SD2.4,2023-11-11,Earth,2025-02-25,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,516.0, ,531.0, ,97.49, ,LLEO/S,-,-,SSO,United States,Flock 4Q 8,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58280,58280,2023-174,2023-174AA,P           ,Flock 4q-28,Dove 24f6,2023-11-11,A11079  SD7.4,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,516.0, ,530.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 28,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58282,58282,2023-174,2023-174AC,P           ,Flock 4q-27,Dove 24fd,2023-11-11,A11079  SD7.3,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,516.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 27,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58283,58283,2023-174,2023-174AD,P           ,Flock 4q-17,Dove 24aa,2023-11-11,A11079  SD5.1,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,516.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 17,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58284,58284,2023-174,2023-174AE,P           ,Flock 4q-26,Dove 24f5,2023-11-11,A11079  SD7.2,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,515.0, ,530.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 26,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58285,58285,2023-174,2023-174AF,P           ,Flock 4q-31,Dove 24f2,2023-11-11,A11079  SD8.3,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,515.0, ,530.0, ,97.49, ,LLEO/S,-,-,SSO,United States,Flock 4Q 31,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58286,58286,2023-174,2023-174AG,P           ,Flock 4q-30,Dove 24f4,2023-11-11,A11079  SD8.2,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,515.0, ,531.0, ,97.49, ,LLEO/S,-,-,SSO,United States,Flock 4Q 30,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58296,58296,2023-174,2023-174AS,P           ,Pelican 1,Pelican-3001,2023-11-11,A11079,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Pelican,Xe AOCS,160.0, ,146.0, ,160.0, ,2.3, ,0.6, ,3.0,?,Box+2 pan,2023-11-29,515.0, ,530.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Pelican 3001,Pelican,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58303,58303,2023-174,2023-174AZ,P           ,Flock 4q-25,Dove 24e1,2023-11-11,A11079  SD7.1,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,514.0, ,528.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 25,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58304,58304,2023-174,2023-174BA,P           ,Flock 4q-29,Dove 24fb,2023-11-11,A11079  SD8.1,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,513.0, ,530.0, ,97.49, ,LLEO/S,-,-,SSO,United States,Flock 4Q 29,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58305,58305,2023-174,2023-174BB,P           ,Flock 4q-18,Dove 24ad,2023-11-11,A11079  SD5.2,2023-11-11,Earth,2025-01-11,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,514.0, ,528.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 18,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58306,58306,2023-174,2023-174BC,P           ,Flock 4q-22,Dove 24ed,2023-11-11,A11079  SD6.2,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,513.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 22,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58307,58307,2023-174,2023-174BD,P           ,Flock 4q-23,Dove 24d3,2023-11-11,A11079  SD6.3,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,512.0, ,530.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 23,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58308,58308,2023-174,2023-174BE,P           ,Flock 4q-33,Dove 24d5,2023-11-11,A11079  SD9.1,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,512.0, ,528.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 33,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58309,58309,2023-174,2023-174BF,P           ,Flock 4q-35,Dove 24dd,2023-11-11,A11079  SD9.3,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,512.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 35,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58310,58310,2023-174,2023-174BG,P           ,Flock 4q-32,Dove 24d6,2023-11-11,A11079  SD8.4,2023-11-11,Earth,2025-04-10,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,512.0, ,529.0, ,97.49, ,LLEO/S,-,-,SSO,United States,Flock 4Q 32,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58311,58311,2023-174,2023-174BH,P           ,Flock 4q-14,Dove 24e6,2023-11-11,A11079  SD4.2,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,513.0, ,528.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 14,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58312,58312,2023-174,2023-174BJ,P           ,Flock 4q-3,Dove 24e4,2023-11-11,A11079  SD1.3,2023-11-11,Earth,2025-03-25,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,512.0, ,528.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 3,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58313,58313,2023-174,2023-174BK,P           ,Flock 4q-20,Dove 24cb,2023-11-11,A11079  SD5.4,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,512.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 20,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58314,58314,2023-174,2023-174BL,P           ,Flock 4q-24,Dove 24d2,2023-11-11,A11079  SD6.4,2023-11-11,Earth,2025-02-04,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,513.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 24,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58315,58315,2023-174,2023-174BM,P           ,Flock 4q-6,Dove 24f1,2023-11-11,A11079  SD2.2,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,513.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 6,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58316,58316,2023-174,2023-174BN,P           ,Flock 4q-34,Dove 24f9,2023-11-11,A11079  SD9.2,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-30,512.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 34,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58318,58318,2023-174,2023-174BQ,P           ,Flock 4q-7,Dove 24df,2023-11-11,A11079  SD2.3,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,512.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 7,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58319,58319,2023-174,2023-174BR,P           ,Flock 4q-15,Dove 24e0,2023-11-11,A11079  SD4.3,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-30,512.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 15,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58320,58320,2023-174,2023-174BS,P           ,Flock 4q-2,Dove 24bd,2023-11-11,A11079  SD1.2,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,512.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 2,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58322,58322,2023-174,2023-174BU,P           ,Flock 4q-9,Dove 24eb,2023-11-11,A11079  SD3.1,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,512.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 9,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58324,58324,2023-174,2023-174BW,P           ,Flock 4q-10,Dove 24fc,2023-11-11,A11079  SD3.2,2023-11-11,Earth,2025-05-13,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,512.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 10,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58325,58325,2023-174,2023-174BX,P           ,Flock 4q-5,Dove 24e2,2023-11-11,A11079  SD2.1,2023-11-11,Earth,2025-04-22,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,512.0, ,529.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 5,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58327,58327,2023-174,2023-174BZ,P           ,Flock 4q-4,Dove 24d1,2023-11-11,A11079  SD1.4,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,517.0, ,530.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 4,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58328,58328,2023-174,2023-174CA,P           ,Flock 4q-13,Dove 24f3,2023-11-11,A11079  SD4.1,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,515.0, ,531.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 13,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S58329,58329,2023-174,2023-174CB,P           ,Flock 4q-21,Dove 24b7,2023-11-11,A11079  SD6.1,2023-11-11,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2023-11-29,516.0, ,530.0, ,97.48, ,LLEO/S,-,-,SSO,United States,Flock 4Q 21,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2023
S60480,60480,2024-149,2024-149N,P      O    ,Flock 4be-18,Dove 251a,2024-08-16,A11288,2024-08-16,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2024-08-16,509.0, ,519.0, ,97.44, ,LLEO/S,-,-,SSO,United States,Flock 4BE 18,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2024
S60481,60481,2024-149,2024-149P,P      O    ,Flock 4be-7,Dove 2409,2024-08-16,A11288,2024-08-16,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2024-08-16,510.0, ,518.0, ,97.45, ,LLEO/S,-,-,SSO,United States,Flock 4BE 7,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2024
S60482,60482,2024-149,2024-149Q,P      O    ,Flock 4be-4,Dove 2509,2024-08-16,A11288,2024-08-16,Earth,2025-11-18,R,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2024-08-16,510.0, ,518.0, ,97.45, ,LLEO/S,-,-,SSO,United States,Flock 4BE 4,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2024
S60483,60483,2024-149,2024-149R,P      O    ,Flock 4be-16,Dove 251c,2024-08-16,A11288,2024-08-16,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2024-08-16,510.0, ,518.0, ,97.45, ,LLEO/S,-,-,SSO,United States,Flock 4BE 16,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2024
S60484,60484,2024-149,2024-149S,P      O    ,Flock 4be-26,Dove 24f0,2024-08-16,A11288,2024-08-16,Earth,,O,-,PLAN,US,PLAN,Cubesat 3U,-,5.7, ,5.7, ,5.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2024-08-16,509.0, ,518.0, ,97.44, ,LLEO/S,-,-,SSO,United States,Flock 4BE 26,Flock-4,B,IMG,-,S,-,Observation,Falcon 9,SPX,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,,US,United States,2024
